part_number,title,description,toc_url,toc_url_status,pdf_url
e48860,Financial Services Reference Guide,Oracle Financial Services Reference Guide,https://docs.oracle.com/cd/doc.122/e48860/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48860.pdf
e48861,Financial Services Reporting Administration Guide,Oracle Financial Services Reporting Administration Guide,https://docs.oracle.com/cd/doc.122/e48861/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48861.pdf
e48831,Financials Accounting Hub Implementation Guide,Describes Oracle Financials Accounting Hub Implementation Procedures,https://docs.oracle.com/cd/doc.122/e48831/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48831.pdf
e48754,Financials and Oracle Procurement Functional Upgrade Guide: Release 11i to Release 12,For future update.,https://docs.oracle.com/cd/doc.122/e48754/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48754.pdf
e48836,Financials Concepts Guide,This guide describes concepts in Oracle Financials.,https://docs.oracle.com/cd/doc.122/e48836/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48836.pdf
e48769,Financials Country-Specific Installation Supplement,Supplemental documentation for Oracle Financials,https://docs.oracle.com/cd/doc.122/e48769/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48769.pdf
e48762,Financials for Asia/Pacific User's Guide,This guide describes the usage of Oracle E-Business Suite Financials for Asia/Pacific.,https://docs.oracle.com/cd/doc.122/e48762/h/uaework/tmp/archive/e48762/toc.htm,legacy_broken,https://docs.oracle.com/cd/E26401_01/doc.122/e48762.pdf
e48767,Financials for Europe User Guide,Oracle® Financials for Europe User Guide,https://docs.oracle.com/cd/doc.122/e48767/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48767.pdf
e48780,Financials for India Implementation Guide,Oracle Financials for India Implementation and procedures,https://docs.oracle.com/cd/doc.122/e48780/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48780.pdf
e48779,Financials for India User's Guide,Oracle Financials for India User instructions and procedures,https://docs.oracle.com/cd/doc.122/e48779/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48779.pdf
e48764,Financials for the Americas User's Guide,This guide details the user procedures for Oracle E-Business Suite Financials for the Americas.,https://docs.oracle.com/cd/doc.122/e48764/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48764.pdf
e48783,Financials Implementation Guide,Oracle Financials Implementation Guide,https://docs.oracle.com/cd/doc.122/e48783/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48783.pdf
e48772,Financials RXi Reports Administration Tool User Guide,Details Oracle Financials RXi Reports Administration Tool user processes and procedures.,https://docs.oracle.com/cd/doc.122/e48772/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48772.pdf
e48907,Flow Manufacturing User's Guide,This guide describes the user processes and procedures for Oracle Flow Manufacturing.,https://docs.oracle.com/cd/doc.122/e48907/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48907.pdf
e50740,Functional Testing Flow Builder Starter Pack Reference Guide for E-Business Suite Release 12.2.7,Describes the test flows available with the Oracle Functional Testing Flow Builder application Starter Pack of the Functional Testing Suite for E-Business applications.,https://docs.oracle.com/cd/doc.122/e50740/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e50740.pdf
e56948,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Asset Lifecycle Management Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Asset Lifecycle Management.",https://docs.oracle.com/cd/doc.122/e56948/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56948.pdf
e56955,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Discrete Manufacturing Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Discrete Manufacturing.",https://docs.oracle.com/cd/doc.122/e56955/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56955.pdf
e56959,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Incentive Compensation Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Incentive Compensation.",https://docs.oracle.com/cd/doc.122/e56959/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56959.pdf
e89328,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Interfaces Reference Guide,"Provides information on the Advance Pack of Functional Testing Suite for Oracle E-Business Suite, Release 12.1.3 - Interfaces, which is delivered as part of the Oracle Flow Builder module.",https://docs.oracle.com/cd/doc.122/e89328/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e89328.pdf
e56958,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Lease and Finance Management Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Lease and Finance Management.",https://docs.oracle.com/cd/doc.122/e56958/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56958.pdf
e56961,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Process Manufacturing Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Process Manufacturing.",https://docs.oracle.com/cd/doc.122/e56961/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56961.pdf
e56964,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Procurement Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Procurement.",https://docs.oracle.com/cd/doc.122/e56964/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56964.pdf
e56960,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Project Management Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Project Management.",https://docs.oracle.com/cd/doc.122/e56960/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56960.pdf
e56963,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Property Manager Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Property Manager.",https://docs.oracle.com/cd/doc.122/e56963/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56963.pdf
e56965,Functional Testing Suite Advanced Pack for Oracle E-Business Suite - Service Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Service.",https://docs.oracle.com/cd/doc.122/e56965/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56965.pdf
e56949,Functional Testing Suite for Oracle Applications - Channel Revenue Management Reference Guide,"This guide describes the prerequisites, profile options, and data requirements to execute functional testing flows for Oracle Channel Revenue Management.",https://docs.oracle.com/cd/doc.122/e56949/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e56949.pdf
e48747,General Ledger Implementation Guide,This guide offers implementation and setup information for Oracle General Ledger. It also contains reference to Enterprise Command Center.,https://docs.oracle.com/cd/doc.122/e48747/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48747.pdf
e48749,General Ledger Reference Guide,This guide contains reference material for Oracle General Ledger.,https://docs.oracle.com/cd/doc.122/e48749/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48749.pdf
e48748,General Ledger User's Guide,This guide includes user specific processes for Oracle General Ledger. It also contains reference to Enterprise Command Center.,https://docs.oracle.com/cd/doc.122/e48748/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48748.pdf
e48770,Global Order Promising Implementation and User's Guide,Presents Oracle Global Order Promising Implementation and User's Guide.,https://docs.oracle.com/cd/doc.122/e48770/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48770.pdf
e49015,Grants Accounting User Guide,Provides the information to implement and use Oracle Grants Accounting.,https://docs.oracle.com/cd/doc.122/e49015/h/uaework/tmp/archive/e49015/toc.htm,legacy_broken,https://docs.oracle.com/cd/E26401_01/doc.122/e49015.pdf
e59054,HRMS Approvals Management Implementation Guide,Describes approval rules that determine the approval processes for Oracle applications.,https://docs.oracle.com/cd/doc.122/e59054/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59054.pdf
f17361,HRMS China Supplement Guide,This supplement provides the localization specific details for Oracle HRMS (China),https://docs.oracle.com/cd/doc.122/f17361/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17361.pdf
e59091,HRMS Compensation and Benefits Management Guide (AUSTRALIA),"Provides information on how to use Oracle HRMS to manage your total compensation package, setting up earnings and deductions for payroll processing, managing leave and absences, and reporting on compensation across your enterprise.",https://docs.oracle.com/cd/doc.122/e59091/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59091.pdf
e59086,HRMS Compensation and Benefits Management Guide (CANADA),Oracle HRMS Compensation and Benefits Management Guide (CANADA),https://docs.oracle.com/cd/doc.122/e59086/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59086.pdf
e59097,HRMS Compensation and Benefits Management Guide (INDIA),"Provides information on how to use Oracle HRMS to manage your total compensation package, setting up earnings and deductions for payroll processing, managing leave and absences, and reporting on compensation across your enterprise.",https://docs.oracle.com/cd/doc.122/e59097/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59097.pdf
e59101,HRMS Compensation and Benefits Management Guide (MEXICO),Oracle HRMS Compensation and Benefits Management Guide (MEXICO),https://docs.oracle.com/cd/doc.122/e59101/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59101.pdf
e59108,HRMS Compensation and Benefits Management Guide (New Zealand),"Provides information on how to use Oracle HRMS to manage your total compensation package, setting up earnings and deductions for payroll processing, managing leave and absences, and reporting on compensation across your enterprise.",https://docs.oracle.com/cd/doc.122/e59108/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59108.pdf
e76108,HRMS Compensation and Benefits Management Guide (UK),Learn how to use Oracle HRMS to manage your total compensation package.,https://docs.oracle.com/cd/doc.122/e76108/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e76108.pdf
e59076,HRMS Compensation and Benefits Management Guide (US),Oracle HRMS Compensation and Benefits Management Guide (US),https://docs.oracle.com/cd/doc.122/e59076/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59076.pdf
e59055,HRMS Compensation and Benefits Management Guide User's Guide,Oracle HRMS Compensation and Benefits Management Guide,https://docs.oracle.com/cd/doc.122/e59055/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59055.pdf
e59056,"HRMS Configuring, Reporting, and System Administration Guide","This guide provides information about extending and configuring Oracle HRMS, managing security, auditing, and information access.",https://docs.oracle.com/cd/doc.122/e59056/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59056.pdf
f17842,HRMS Denmark Supplement,This supplement provides the localization specific details for Oracle HRMS (Denmark ),https://docs.oracle.com/cd/doc.122/f17842/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17842.pdf
e59092,HRMS Enterprise and Workforce Management Guide (Australia),Provides information on how to use Oracle HRMS to represent your enterprise.,https://docs.oracle.com/cd/doc.122/e59092/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59092.pdf
e59087,HRMS Enterprise and Workforce Management Guide (CANADA),Oracle HRMS Enterprise and Workforce Management Guide (CANADA),https://docs.oracle.com/cd/doc.122/e59087/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59087.pdf
e59098,HRMS Enterprise and Workforce Management Guide (INDIA),Provides information on how to use Oracle HRMS to represent your enterprise.,https://docs.oracle.com/cd/doc.122/e59098/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59098.pdf
e59103,HRMS Enterprise and Workforce Management Guide (MEXICO),Oracle HRMS Enterprise and Workforce Management Guide (MEXICO),https://docs.oracle.com/cd/doc.122/e59103/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59103.pdf
e59109,HRMS Enterprise and Workforce Management Guide (New Zealand),Provides information on how to use Oracle HRMS to represent your enterprise.,https://docs.oracle.com/cd/doc.122/e59109/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59109.pdf
e76109,HRMS Enterprise and Workforce Management Guide (UK),"Learn how to use Oracle HRMS to represent your enterprise. This includes setting up your organization hierarchy, recording details about jobs and positions within your enterprise, defining person types to represent your workforce, and also how to manage your budgets and costs.",https://docs.oracle.com/cd/doc.122/e76109/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e76109.pdf
e59077,HRMS Enterprise and Workforce Management Guide (US),Oracle HRMS Enterprise and Workforce Management Guide (US),https://docs.oracle.com/cd/doc.122/e59077/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59077.pdf
e59057,HRMS Enterprise and Workforce Management Guide,"Discusses how to use Oracle HRMS to represent enterprises, which includes setting up organization hierarchy, recording details about jobs and positions within enterprises, defining person types to represent workforce, and how to manage budgets and costs",https://docs.oracle.com/cd/doc.122/e59057/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59057.pdf
e59058,HRMS FastFormula User Guide,"Describes different uses of Oracle FastFormula, rules and techniques that you should employ when defining and amending formulas for use with Oracle applications.",https://docs.oracle.com/cd/doc.122/e59058/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59058.pdf
f17843,HRMS Finland Supplement,This supplement provides the localization specific details for Oracle HRMS (Finland),https://docs.oracle.com/cd/doc.122/f17843/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17843.pdf
f17844,HRMS France Supplement,This supplement provides the localization specific details for Oracle HRMS (France),https://docs.oracle.com/cd/doc.122/f17844/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17844.pdf
f17845,HRMS Germany Supplement,This supplement provides the localization specific details for Oracle HRMS (Germany),https://docs.oracle.com/cd/doc.122/f17845/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17845.pdf
f17362,HRMS Hong Kong Supplement Guide,This supplement provides localization specific details for Oracle HRMS (Hong Kong),https://docs.oracle.com/cd/doc.122/f17362/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17362.pdf
f17846,HRMS Hungary Supplement,This supplement provides the localization specific details for Oracle HRMS (Hungary),https://docs.oracle.com/cd/doc.122/f17846/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17846.pdf
e59088,HRMS Implementation Guide (CANADA),Oracle HRMS Implementation Guide (CANADA),https://docs.oracle.com/cd/doc.122/e59088/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59088.pdf
e59105,HRMS Implementation Guide (MEXICO),Oracle HRMS Implementation Guide (MEXICO),https://docs.oracle.com/cd/doc.122/e59105/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59105.pdf
e76110,HRMS Implementation Guide (UK),Learn about the setup procedures you need to carry out in order to implement Oracle HRMS successfully in your enterprise.,https://docs.oracle.com/cd/doc.122/e76110/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e76110.pdf
e59078,HRMS Implementation Guide (US),Oracle HRMS Implementation Guide (US),https://docs.oracle.com/cd/doc.122/e59078/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59078.pdf
e59059,HRMS Implementation Guide,Discusses the setup procedures to implement Oracle HRMS. This guide includes information about setting up Oracle Human Resources Command Center.,https://docs.oracle.com/cd/doc.122/e59059/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59059.pdf
f17847,HRMS Ireland Supplement,This supplement provides the localization specific details for Oracle HRMS (Ireland),https://docs.oracle.com/cd/doc.122/f17847/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17847.pdf
f17363,HRMS Japan Supplement Guide,This supplement provides the localization specific details for Oracle HRMS (Japan),https://docs.oracle.com/cd/doc.122/f17363/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17363.pdf
f17364,HRMS Korea Supplement Guide,This supplement provides the localization specific details for Oracle HRMS (Korea),https://docs.oracle.com/cd/doc.122/f17364/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17364.pdf
f17849,HRMS Kuwait Supplement,This supplement provides the localization specific details for Oracle HRMS (Kuwait),https://docs.oracle.com/cd/doc.122/f17849/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17849.pdf
f17850,HRMS Netherlands Supplement,This supplement provides the localization specific details for Oracle HRMS (Netherlands),https://docs.oracle.com/cd/doc.122/f17850/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17850.pdf
f17851,HRMS Norway Supplement,This supplement provides the localization specific details for Oracle HRMS (Norway),https://docs.oracle.com/cd/doc.122/f17851/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17851.pdf
e59093,HRMS Payroll Processing Management Guide (AUSTRALIA),"Provides information on taxes and social insurance, the payroll run, and other processes for Oracle HRMS for Australia.",https://docs.oracle.com/cd/doc.122/e59093/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59093.pdf
e59089,HRMS Payroll Processing Management Guide (CANADA),Oracle HRMS Payroll Processing Management Guide (CANADA),https://docs.oracle.com/cd/doc.122/e59089/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59089.pdf
e59099,HRMS Payroll Processing Management Guide (INDIA),"Provides information on how to use Oracle HRMS with taxes and social insurance, the payroll run, and other processes.",https://docs.oracle.com/cd/doc.122/e59099/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59099.pdf
e59106,HRMS Payroll Processing Management Guide (MEXICO),Oracle HRMS Payroll Processing Management Guide (MEXICO),https://docs.oracle.com/cd/doc.122/e59106/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59106.pdf
e59110,HRMS Payroll Processing Management Guide (New Zealand),"Provides information on taxes and social insurance, the payroll run, and other processes.",https://docs.oracle.com/cd/doc.122/e59110/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59110.pdf
e76111,HRMS Payroll Processing Management Guide (UK),"Learn about wage attachments, taxes and social insurance, the payroll run, and other processes.",https://docs.oracle.com/cd/doc.122/e76111/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e76111.pdf
e59079,HRMS Payroll Processing Management Guide (US),Oracle HRMS Payroll Processing Management Guide (US),https://docs.oracle.com/cd/doc.122/e59079/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59079.pdf
e59060,HRMS Payroll Processing Management Guide,"Provides information on taxes and social insurance, the payroll run, and other processes.",https://docs.oracle.com/cd/doc.122/e59060/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59060.pdf
f17852,HRMS Poland Supplement,This supplement provides the localization specific details for Oracle HRMS (Poland),https://docs.oracle.com/cd/doc.122/f17852/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17852.pdf
f17853,HRMS Romania Supplement,This supplement provides the localization specific details for Oracle HRMS (Romania),https://docs.oracle.com/cd/doc.122/f17853/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17853.pdf
f17854,HRMS Russia Supplement,This supplement provides the localization specific details for Oracle HRMS (Russia),https://docs.oracle.com/cd/doc.122/f17854/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17854.pdf
f17855,HRMS Saudi Arabia Supplement,This supplement provides the localization specific details for Oracle HRMS (Saudi Arabia),https://docs.oracle.com/cd/doc.122/f17855/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17855.pdf
f17365,HRMS Singapore Supplement Guide,This supplement provides localization specific details for Oracle HRMS (Singapore).,https://docs.oracle.com/cd/doc.122/f17365/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17365.pdf
f17856,HRMS South Africa Supplement,This supplement provides the localization specific details for Oracle HRMS (South Africa),https://docs.oracle.com/cd/doc.122/f17856/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17856.pdf
f17857,HRMS Spain Supplement,This supplement provides the localization specific details for Oracle HRMS (Spain),https://docs.oracle.com/cd/doc.122/f17857/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17857.pdf
f17858,HRMS Sweden Supplement,This supplement provides the localization specific details for Oracle HRMS (Sweden),https://docs.oracle.com/cd/doc.122/f17858/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17858.pdf
f17859,HRMS UAE Supplement,This supplement provides the localization specific details for Oracle HRMS (UAE),https://docs.oracle.com/cd/doc.122/f17859/toc.htm,ok,https://docs.oracle.com/cd/doc.122/f17859.pdf
e59061,HRMS Window Navigation and Report Guide,Oracle HRMS Window Navigation and Reports Guide,https://docs.oracle.com/cd/doc.122/e59061/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59061.pdf
e59090,"HRMS Workforce Sourcing, Deployment, and Talant Management Guide (CANADA)","Oracle HRMS Workforce Sourcing, Deployment, and Talant Management Guide (CANADA)",https://docs.oracle.com/cd/doc.122/e59090/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59090.pdf
e59094,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide (AUSTRALIA)","Provides information on how to use Oracle HRMS to represent your workforce which includes recruiting new workers, developing their careers, managing contingent workers, and reporting.",https://docs.oracle.com/cd/doc.122/e59094/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59094.pdf
e59100,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide (INDIA)","Provides information on how to use Oracle HRMS to represent your workforce which includes recruiting new workers, developing their careers, managing contingent workers, and reporting.",https://docs.oracle.com/cd/doc.122/e59100/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59100.pdf
e59107,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide (MEXICO)","Oracle HRMS Workforce Sourcing, Deployment, and Talent Management Guide (MEXICO)",https://docs.oracle.com/cd/doc.122/e59107/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59107.pdf
e59111,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide (New Zealand)","Provides information on how to use Oracle HRMS to represent your workforce which includes recruiting new workers, developing their careers, managing contingent workers, and reporting.",https://docs.oracle.com/cd/doc.122/e59111/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59111.pdf
e76112,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide (UK)","Learn how to use Oracle HRMS to represent your workforce. This includes recruiting new workers, developing their careers, managing contingent workers, and reporting on your workforce.",https://docs.oracle.com/cd/doc.122/e76112/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e76112.pdf
e59080,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide (US)","Oracle HRMS Workforce Sourcing, Deployment, and Talent Management Guide (US)",https://docs.oracle.com/cd/doc.122/e59080/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59080.pdf
e59062,"HRMS Workforce Sourcing, Deployment, and Talent Management Guide","Learn how to use Oracle HRMS to represent your workforce. This includes recruiting new workers, developing their careers, managing contingent workers, and reporting on your workforce. Includes details about the Oracle Human Resources Command Center.",https://docs.oracle.com/cd/doc.122/e59062/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59062.pdf
e48865,Human Resources Management System Deploy Strategic Reporting (HRMSi) Guide,Implement and administer Oracle Human Resources Management Systems Intelligence HRMSi),https://docs.oracle.com/cd/doc.122/e48865/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48865.pdf
e48869,Human Resources Management System Strategic Reporting (HRMSi) User's Guide,Provides information about workforce intelligence Discoverer workbooks,https://docs.oracle.com/cd/doc.122/e48869/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48869.pdf
e48773,iAssets User Guide,This guide describes user concepts and processes for Oracle iAssets.,https://docs.oracle.com/cd/doc.122/e48773/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48773.pdf
e52281,In-Memory Consumption-Driven Planning User's Guide,Presents Oracle In-Memory Consumption-Driven Planning.,https://docs.oracle.com/cd/doc.122/e52281/h/uaework/tmp/archive/e52281/toc.htm,legacy_broken,https://docs.oracle.com/cd/E26401_01/doc.122/e52281.pdf
e53484,In-Memory Cost Management for Discrete Industries User's Guide,This guide provides user concepts and procedures for Oracle In-Memory Cost Management for Discrete Industries.,https://docs.oracle.com/cd/doc.122/e53484/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e53484.pdf
e53485,In-Memory Cost Management for Process Industries User's Guide,This guide provides user concepts and procedures for Oracle In-Memory Cost Management for Process Industries.,https://docs.oracle.com/cd/doc.122/e53485/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e53485.pdf
e52287,In-Memory Performance-Driven Planning Systems Guide,Release 12.2.4 - GA Release August 2014 - First documentation release in 12.2.x branch,https://docs.oracle.com/cd/doc.122/e52287/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e52287.pdf
e49152,Incentive Compensation Analytics for Oracle Data Integrator User and Implementation Guide,"This guide provides you with the information regarding the reporting and analysis framework that enables compensation managers, compensation analysts, plan administrators, and sales managers to access/view relevant and accurate information using dashboards and reports.",https://docs.oracle.com/cd/doc.122/e49152/h/uaework/tmp/archive/e49152/toc.htm,legacy_broken,https://docs.oracle.com/cd/E26401_01/doc.122/e49152.pdf
e49153,Incentive Compensation Implementation Guide,This guide provides implementation processes and considerations for Oracle Incentive Compensation.,https://docs.oracle.com/cd/doc.122/e49153/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e49153.pdf
e49154,Incentive Compensation User Guide,"You can use the Oracle Incentive Compensation to learn about payments and compensation plans to employees, partners, and customers.",https://docs.oracle.com/cd/doc.122/e49154/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e49154.pdf
e49098,Interaction Blending Implementation Guide,This guide describes the implementation processes and procedures for Oracle Interaction Blending.,https://docs.oracle.com/cd/doc.122/e49098/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e49098.pdf
e49100,Interaction Center Server Manager Implementation Guide,This guide describes the implementation processes and procedures for Oracle Interaction Center Service Manager.,https://docs.oracle.com/cd/doc.122/e49100/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e49100.pdf
e48899,Internet Expenses Implementation and Administration Guide,This guide describes the implementation and administration processes and procedures for Oracle Internet Expenses.,https://docs.oracle.com/cd/doc.122/e48899/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48899.pdf
e48822,Inventory Consigned Inventory From Supplier Process Guide,This guide details the process of using Oracle Inventory Consigned Inventory.,https://docs.oracle.com/cd/doc.122/e48822/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48822.pdf
e48823,Inventory Copy Inventory Organization Implementation Guide,This guide presents the processes and procedures for Oracle Inventory Copy Inventory Organization.,https://docs.oracle.com/cd/doc.122/e48823/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48823.pdf
e48820,Inventory Management User's Guide,This guide contains conceptual and procedural information for Oracle Inventory. Includes information about the Oracle Inventory Management Command Center.,https://docs.oracle.com/cd/doc.122/e48820/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48820.pdf
e48799,Inventory Management,"This guide is designed for users, administrators, and implementers, of the Oracle Landed Cost Management application.",https://docs.oracle.com/cd/doc.122/e48799/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48799.pdf
e48824,Inventory Movement Statistics User's Guide,This guide describes the processes and procedures for using Oracle Inventory Movement Statistics. This guide also contains the content updates for the Movement Statistics Enterprise Command Center Dashboards.,https://docs.oracle.com/cd/doc.122/e48824/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48824.pdf
e48774,Inventory Optimization User's Guide,Presents Oracle Inventory Optimization User's Guide.,https://docs.oracle.com/cd/doc.122/e48774/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48774.pdf
e48969,iProcurement Implementation and Administration Guide,This guide contains implementation and administration processes and procedures for Oracle iProcurement.,https://docs.oracle.com/cd/doc.122/e48969/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48969.pdf
e48970,iProcurement User's Guide,Oracle iProcurement user processes and procedures.,https://docs.oracle.com/cd/doc.122/e48970/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48970.pdf
e48858,iReceivables Implementation Guide,This guide describes the implementation processes and procedures for Oracle iReceivables.,https://docs.oracle.com/cd/doc.122/e48858/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e48858.pdf
e59063,iRecruitment Implementation and User Guide,Describes how to set up and use Oracle iRecruitment to manage recruitment needs.,https://docs.oracle.com/cd/doc.122/e59063/toc.htm,ok,https://docs.oracle.com/cd/doc.122/e59063.pdf
